listing_id,city_id,community_id,title,source,source_listing_id,source_url,total_price_10k,unit_price,area_sqm,listing_type,bedrooms,bathrooms,orientation,floor_number,has_elevator,decorate_type,build_year,nearest_metro_distance_m,school_ids_json,tags_json,crawl_date
675,1,13,越秀公园东门 127㎡ 西向,广州市住建局公开成交,广州-LS-000675,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,718,56467,127.3,二手房,3,2,南,顶层,True,豪装,2019,1200,[],[],2026-03-23
676,1,13,越秀公园东门 62㎡ 南向,广州市住建局公开成交,广州-LS-000676,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,438,70116,62.6,二手房,3,1,西,高楼层,False,豪装,2011,2000,[],[],2026-03-23
677,1,13,越秀公园东门 113㎡ 东南,广州市住建局公开成交,广州-LS-000677,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,777,68773,113.0,二手房,2,1,西,低楼层,True,毛坯,2007,800,[],[],2026-03-16
678,1,13,越秀公园东门 113㎡ 西向,广州市住建局公开成交,广州-LS-000678,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,723,63585,113.8,二手房,3,2,西,中楼层,True,豪装,2007,200,[],[],2026-03-16
679,1,13,越秀公园东门 96㎡ 南北通透,广州市住建局公开成交,广州-LS-000679,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,559,57711,97.0,二手房,2,2,南北通透,中楼层,True,豪装,2005,400,[],[],2026-03-16
680,1,13,越秀公园东门 97㎡ 东南,广州市住建局公开成交,广州-LS-000680,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,548,56115,97.8,二手房,2,1,西,高楼层,False,豪装,2018,600,[],[],2026-03-09
681,1,13,越秀公园东门 61㎡ 南向,广州市住建局公开成交,广州-LS-000681,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,341,55463,61.6,二手房,3,2,西,顶层,False,普装,2006,400,[],[],2026-03-02
682,1,13,越秀公园东门 119㎡ 南北通透,广州市住建局公开成交,广州-LS-000682,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,608,50857,119.6,二手房,4,1,西,中楼层,True,豪装,2013,200,[],[],2026-02-23
683,1,13,越秀公园东门 121㎡ 南北通透,广州市住建局公开成交,广州-LS-000683,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,644,53011,121.6,二手房,3,1,西,中楼层,True,豪装,2010,400,[],[],2026-02-23
684,1,13,越秀公园东门 75㎡ 南北通透,广州市住建局公开成交,广州-LS-000684,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,435,57499,75.8,二手房,4,1,西,高楼层,True,毛坯,2017,600,[],[],2026-02-23
685,1,13,越秀公园东门 86㎡ 西向,广州市住建局公开成交,广州-LS-000685,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,543,63093,86.2,二手房,4,2,西,中楼层,True,精装,2009,600,[],[],2026-02-16
686,1,13,越秀公园东门 86㎡ 东南,广州市住建局公开成交,广州-LS-000686,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,452,52510,86.2,二手房,4,1,西,高楼层,False,毛坯,2012,1200,[],[],2026-02-16
687,1,13,越秀公园东门 69㎡ 南北通透,广州市住建局公开成交,广州-LS-000687,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,436,63248,69.0,二手房,4,1,南北通透,顶层,False,普装,2008,400,[],[],2026-02-16
688,1,13,越秀公园东门 123㎡ 西向,广州市住建局公开成交,广州-LS-000688,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,664,53648,123.8,二手房,2,2,南北通透,中楼层,True,豪装,2015,2000,[],[],2026-02-09
689,1,13,越秀公园东门 96㎡ 西向,广州市住建局公开成交,广州-LS-000689,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,518,53615,96.6,二手房,4,1,南,低楼层,True,精装,2013,400,[],[],2026-02-09
690,1,13,越秀公园东门 97㎡ 北向,广州市住建局公开成交,广州-LS-000690,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,612,62543,97.9,二手房,3,2,南,中楼层,False,精装,2020,2000,[],[],2026-02-02
691,1,13,越秀公园东门 69㎡ 东南,广州市住建局公开成交,广州-LS-000691,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,465,66856,69.6,二手房,3,1,南北通透,高楼层,False,普装,2023,600,[],[],2026-02-02
692,1,13,越秀公园东门 90㎡ 东南,广州市住建局公开成交,广州-LS-000692,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,583,64709,90.2,二手房,2,1,西,高楼层,True,精装,2007,400,[],[],2026-01-26
693,1,13,越秀公园东门 110㎡ 东南,广州市住建局公开成交,广州-LS-000693,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,692,62803,110.3,二手房,3,2,南,低楼层,False,普装,2019,2000,[],[],2026-01-19
694,1,13,越秀公园东门 123㎡ 南向,广州市住建局公开成交,广州-LS-000694,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,826,66926,123.5,二手房,2,2,西,高楼层,False,普装,2022,1200,[],[],2026-01-19
695,1,13,越秀公园东门 61㎡ 西向,广州市住建局公开成交,广州-LS-000695,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,411,66592,61.8,二手房,3,1,西,高楼层,True,精装,2017,2000,[],[],2026-01-12
696,1,13,越秀公园东门 124㎡ 北向,广州市住建局公开成交,广州-LS-000696,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,745,60067,124.1,二手房,4,1,东南,顶层,False,毛坯,2016,2000,[],[],2026-01-12
697,1,13,越秀公园东门 96㎡ 南向,广州市住建局公开成交,广州-LS-000697,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,627,64795,96.9,二手房,3,2,东南,低楼层,False,普装,2005,400,[],[],2026-01-12
698,1,13,越秀公园东门 127㎡ 南向,广州市住建局公开成交,广州-LS-000698,https://gz.ke.com/ershoufang/rs%E8%B6%8A%E7%A7%80%E5%85%AC%E5%9B%AD%E4%B8%9C%E9%97%A8/,844,66086,127.8,二手房,4,2,南,顶层,True,毛坯,2012,2000,[],[],2026-01-05
699,1,14,北京路名宅 123㎡ 东南,广州市住建局公开成交,广州-LS-000699,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,732,59519,123.0,二手房,3,1,南北通透,中楼层,True,精装,2010,600,[],[],2026-06-29
700,1,14,北京路名宅 78㎡ 东南,广州市住建局公开成交,广州-LS-000700,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,412,52693,78.3,二手房,2,1,南,中楼层,False,精装,2012,400,[],[],2026-06-22
701,1,14,北京路名宅 109㎡ 南向,广州市住建局公开成交,广州-LS-000701,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,593,54194,109.5,二手房,2,1,东南,中楼层,True,精装,2005,400,[],[],2026-06-22
702,1,14,北京路名宅 78㎡ 西向,广州市住建局公开成交,广州-LS-000702,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,387,49137,78.9,二手房,3,1,西,高楼层,False,精装,2008,2000,[],[],2026-06-22
703,1,14,北京路名宅 111㎡ 西向,广州市住建局公开成交,广州-LS-000703,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,654,58610,111.7,二手房,2,1,南北通透,低楼层,False,普装,2020,400,[],[],2026-06-15
704,1,14,北京路名宅 106㎡ 东南,广州市住建局公开成交,广州-LS-000704,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,534,50007,106.9,二手房,3,1,南,高楼层,True,精装,2015,400,[],[],2026-06-08
705,1,14,北京路名宅 111㎡ 北向,广州市住建局公开成交,广州-LS-000705,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,678,60915,111.3,二手房,2,1,西,高楼层,True,豪装,2008,600,[],[],2026-06-01
706,1,14,北京路名宅 73㎡ 东南,广州市住建局公开成交,广州-LS-000706,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,461,62396,73.9,二手房,4,1,西,顶层,False,普装,2008,1200,[],[],2026-05-25
707,1,14,北京路名宅 108㎡ 南北通透,广州市住建局公开成交,广州-LS-000707,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,618,56885,108.7,二手房,3,1,南,顶层,False,精装,2016,2000,[],[],2026-05-25
708,1,14,北京路名宅 73㎡ 南北通透,广州市住建局公开成交,广州-LS-000708,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,391,53084,73.8,二手房,4,1,南,中楼层,True,精装,2017,400,[],[],2026-05-18
709,1,14,北京路名宅 67㎡ 西向,广州市住建局公开成交,广州-LS-000709,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,346,51530,67.3,二手房,3,2,南,中楼层,False,精装,2007,600,[],[],2026-05-18
710,1,14,北京路名宅 70㎡ 东南,广州市住建局公开成交,广州-LS-000710,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,445,63126,70.5,二手房,2,1,西,高楼层,False,普装,2008,1200,[],[],2026-05-11
711,1,14,北京路名宅 69㎡ 东南,广州市住建局公开成交,广州-LS-000711,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,376,54044,69.6,二手房,2,2,南北通透,低楼层,True,毛坯,2021,800,[],[],2026-05-11
712,1,14,北京路名宅 69㎡ 南向,广州市住建局公开成交,广州-LS-000712,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,398,57190,69.7,二手房,3,1,南,顶层,False,豪装,2005,200,[],[],2026-05-04
713,1,14,北京路名宅 126㎡ 东南,广州市住建局公开成交,广州-LS-000713,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,621,49287,126.2,二手房,2,1,东南,顶层,False,精装,2022,1200,[],[],2026-05-04
714,1,14,北京路名宅 80㎡ 南北通透,广州市住建局公开成交,广州-LS-000714,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,449,55689,80.6,二手房,4,2,南北通透,中楼层,False,精装,2011,1200,[],[],2026-04-27
715,1,14,北京路名宅 63㎡ 北向,广州市住建局公开成交,广州-LS-000715,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,356,56421,63.1,二手房,3,1,南,顶层,False,豪装,2020,400,[],[],2026-04-27
716,1,14,北京路名宅 83㎡ 东南,广州市住建局公开成交,广州-LS-000716,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,422,50739,83.3,二手房,2,2,西,中楼层,True,精装,2011,600,[],[],2026-04-20
717,1,14,北京路名宅 105㎡ 西向,广州市住建局公开成交,广州-LS-000717,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,687,65002,105.8,二手房,3,2,南北通透,高楼层,False,普装,2021,2000,[],[],2026-04-20
718,1,14,北京路名宅 83㎡ 南向,广州市住建局公开成交,广州-LS-000718,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,471,56149,84.0,二手房,2,2,东南,高楼层,False,毛坯,2013,1200,[],[],2026-04-20
719,1,14,北京路名宅 68㎡ 西向,广州市住建局公开成交,广州-LS-000719,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,400,58853,68.0,二手房,2,2,西,中楼层,True,精装,2008,800,[],[],2026-04-13
720,1,14,北京路名宅 77㎡ 南北通透,广州市住建局公开成交,广州-LS-000720,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,375,48421,77.5,二手房,3,1,南北通透,低楼层,True,普装,2011,1200,[],[],2026-04-06
721,1,14,北京路名宅 73㎡ 西向,广州市住建局公开成交,广州-LS-000721,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,431,59025,73.0,二手房,3,1,东南,高楼层,False,毛坯,2023,400,[],[],2026-03-30
722,1,14,北京路名宅 81㎡ 南向,广州市住建局公开成交,广州-LS-000722,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,506,61810,81.9,二手房,3,2,南,低楼层,True,普装,2024,2000,[],[],2026-03-23
723,1,14,北京路名宅 98㎡ 东南,广州市住建局公开成交,广州-LS-000723,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,538,54444,99.0,二手房,3,1,东南,顶层,True,毛坯,2016,2000,[],[],2026-03-16
724,1,14,北京路名宅 93㎡ 北向,广州市住建局公开成交,广州-LS-000724,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,546,58763,93.0,二手房,4,1,南北通透,顶层,True,豪装,2021,2000,[],[],2026-03-09
725,1,14,北京路名宅 112㎡ 北向,广州市住建局公开成交,广州-LS-000725,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,704,62594,112.6,二手房,2,1,东南,中楼层,True,精装,2014,200,[],[],2026-03-09
726,1,14,北京路名宅 121㎡ 西向,广州市住建局公开成交,广州-LS-000726,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,747,61512,121.6,二手房,3,1,东南,高楼层,False,豪装,2005,2000,[],[],2026-03-02
727,1,14,北京路名宅 123㎡ 南向,广州市住建局公开成交,广州-LS-000727,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,765,62147,123.2,二手房,4,2,南,顶层,False,毛坯,2009,400,[],[],2026-03-02
728,1,14,北京路名宅 87㎡ 东南,广州市住建局公开成交,广州-LS-000728,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,497,57200,87.0,二手房,3,1,南,中楼层,False,毛坯,2024,600,[],[],2026-02-23
729,1,14,北京路名宅 108㎡ 北向,广州市住建局公开成交,广州-LS-000729,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,638,58741,108.7,二手房,3,1,东南,中楼层,True,毛坯,2014,2000,[],[],2026-02-16
730,1,14,北京路名宅 79㎡ 北向,广州市住建局公开成交,广州-LS-000730,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,376,47515,79.3,二手房,2,1,东南,顶层,True,精装,2005,1200,[],[],2026-02-16
731,1,14,北京路名宅 125㎡ 南北通透,广州市住建局公开成交,广州-LS-000731,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,690,55195,125.0,二手房,3,2,南北通透,顶层,True,毛坯,2014,400,[],[],2026-02-16
732,1,14,北京路名宅 106㎡ 南向,广州市住建局公开成交,广州-LS-000732,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,624,58404,106.8,二手房,3,1,东南,顶层,True,豪装,2007,800,[],[],2026-02-09
733,1,14,北京路名宅 67㎡ 北向,广州市住建局公开成交,广州-LS-000733,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,358,53224,67.4,二手房,2,2,西,中楼层,True,豪装,2023,800,[],[],2026-02-09
734,1,14,北京路名宅 79㎡ 东南,广州市住建局公开成交,广州-LS-000734,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,430,53880,79.9,二手房,3,1,南,高楼层,True,豪装,2022,800,[],[],2026-02-02
735,1,14,北京路名宅 109㎡ 西向,广州市住建局公开成交,广州-LS-000735,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,683,62427,109.5,二手房,3,1,南北通透,低楼层,True,豪装,2022,400,[],[],2026-02-02
736,1,14,北京路名宅 78㎡ 北向,广州市住建局公开成交,广州-LS-000736,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,481,61389,78.4,二手房,2,1,西,顶层,False,精装,2014,200,[],[],2026-02-02
737,1,14,北京路名宅 100㎡ 北向,广州市住建局公开成交,广州-LS-000737,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,622,61790,100.8,二手房,2,1,东南,中楼层,False,毛坯,2006,200,[],[],2026-01-26
738,1,14,北京路名宅 123㎡ 北向,广州市住建局公开成交,广州-LS-000738,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,658,53381,123.3,二手房,2,1,南,中楼层,True,毛坯,2010,1200,[],[],2026-01-26
739,1,14,北京路名宅 98㎡ 东南,广州市住建局公开成交,广州-LS-000739,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,524,53359,98.3,二手房,3,1,西,顶层,False,豪装,2008,200,[],[],2026-01-19
740,1,14,北京路名宅 93㎡ 东南,广州市住建局公开成交,广州-LS-000740,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,567,60569,93.6,二手房,4,1,西,中楼层,False,普装,2013,600,[],[],2026-01-19
741,1,14,北京路名宅 89㎡ 西向,广州市住建局公开成交,广州-LS-000741,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,522,58708,89.1,二手房,4,1,西,低楼层,True,精装,2016,600,[],[],2026-01-12
742,1,14,北京路名宅 86㎡ 南向,广州市住建局公开成交,广州-LS-000742,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,523,60772,86.1,二手房,2,2,东南,低楼层,True,精装,2022,600,[],[],2026-01-12
743,1,14,北京路名宅 100㎡ 东南,广州市住建局公开成交,广州-LS-000743,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,509,50561,100.7,二手房,3,2,南,低楼层,True,毛坯,2022,800,[],[],2026-01-05
744,1,14,北京路名宅 101㎡ 北向,广州市住建局公开成交,广州-LS-000744,https://gz.ke.com/ershoufang/rs%E5%8C%97%E4%BA%AC%E8%B7%AF%E5%90%8D%E5%AE%85/,490,48350,101.4,二手房,2,2,南,中楼层,True,毛坯,2005,800,[],[],2026-01-05
745,1,15,保利天悦 124㎡ 东南,广州市住建局公开成交,广州-LS-000745,https://gz.ke.com/ershoufang/rs%E4%BF%9D%E5%88%A9%E5%A4%A9%E6%82%A6/,528,42283,125.0,二手房,4,2,西,顶层,True,普装,2023,1200,[],[],2026-06-29
746,1,15,保利天悦 96㎡ 北向,广州市住建局公开成交,广州-LS-000746,https://gz.ke.com/ershoufang/rs%E4%BF%9D%E5%88%A9%E5%A4%A9%E6%82%A6/,532,55289,96.4,二手房,3,1,南,高楼层,True,毛坯,2018,1200,[],[],2026-06-22
747,1,15,保利天悦 79㎡ 南北通透,广州市住建局公开成交,广州-LS-000747,https://gz.ke.com/ershoufang/rs%E4%BF%9D%E5%88%A9%E5%A4%A9%E6%82%A6/,373,46849,79.8,二手房,4,1,东南,中楼层,True,普装,2022,1200,[],[],2026-06-22
748,1,15,保利天悦 105㎡ 西向,广州市住建局公开成交,广州-LS-000748,https://gz.ke.com/ershoufang/rs%E4%BF%9D%E5%88%A9%E5%A4%A9%E6%82%A6/,549,52164,105.3,二手房,4,1,东南,低楼层,True,毛坯,2010,400,[],[],2026-06-22
749,1,15,保利天悦 93㎡ 东南,广州市住建局公开成交,广州-LS-000749,https://gz.ke.com/ershoufang/rs%E4%BF%9D%E5%88%A9%E5%A4%A9%E6%82%A6/,501,53622,93.6,二手房,3,1,西,顶层,True,毛坯,2012,1200,[],[],2026-06-15
750,1,15,保利天悦 87㎡ 南向,广州市住建局公开成交,广州-LS-000750,https://gz.ke.com/ershoufang/rs%E4%BF%9D%E5%88%A9%E5%A4%A9%E6%82%A6/,467,53499,87.4,二手房,2,1,东南,高楼层,True,精装,2023,1200,[],[],2026-06-15
751,1,15,保利天悦 103㎡ 西向,广州市住建局公开成交,广州-LS-000751,https://gz.ke.com/ershoufang/rs%E4%BF%9D%E5%88%A9%E5%A4%A9%E6%82%A6/,503,48475,103.9,二手房,4,1,南北通透,低楼层,True,毛坯,2009,1200,[],[],2026-06-15
752,1,15,保利天悦 80㎡ 西向,广州市住建局公开成交,广州-LS-000752,https://gz.ke.com/ershoufang/rs%E4%BF%9D%E5%88%A9%E5%A4%A9%E6%82%A6/,435,53998,80.6,二手房,3,1,西,顶层,True,普装,2011,2000,[],[],2026-06-08
753,1,15,保利天悦 105㎡ 南北通透,广州市住建局公开成交,广州-LS-000753,https://gz.ke.com/ershoufang/rs%E4%BF%9D%E5%88%A9%E5%A4%A9%E6%82%A6/,574,54746,105.0,二手房,4,1,南,中楼层,True,普装,2005,200,[],[],2026-06-01
754,1,15,保利天悦 125㎡ 东南,广州市住建局公开成交,广州-LS-000754,https://gz.ke.com/ershoufang/rs%E4%BF%9D%E5%88%A9%E5%A4%A9%E6%82%A6/,723,57789,125.3,二手房,3,1,东南,低楼层,True,普装,2020,2000,[],[],2026-06-01
755,1,15,保利天悦 79㎡ 南向,广州市住建局公开成交,广州-LS-000755,https://gz.ke.com/ershoufang/rs%E4%BF%9D%E5%88%A9%E5%A4%A9%E6%82%A6/,460,58222,79.1,二手房,3,1,南北通透,顶层,True,普装,2013,200,[],[],2026-06-01
756,1,15,保利天悦 108㎡ 东南,广州市住建局公开成交,广州-LS-000756,https://gz.ke.com/ershoufang/rs%E4%BF%9D%E5%88%A9%E5%A4%A9%E6%82%A6/,632,58080,108.9,二手房,3,2,东南,高楼层,False,精装,2009,400,[],[],2026-05-25
757,1,15,保利天悦 99㎡ 北向,广州市住建局公开成交,广州-LS-000757,https://gz.ke.com/ershoufang/rs%E4%BF%9D%E5%88%A9%E5%A4%A9%E6%82%A6/,554,55446,100.0,二手房,4,1,西,高楼层,True,豪装,2020,1200,[],[],2026-05-25
758,1,15,保利天悦 120㎡ 东南,广州市住建局公开成交,广州-LS-000758,https://gz.ke.com/ershoufang/rs%E4%BF%9D%E5%88%A9%E5%A4%A9%E6%82%A6/,633,52355,120.9,二手房,3,2,南,中楼层,True,毛坯,2021,600,[],[],2026-05-18
759,1,15,保利天悦 64㎡ 东南,广州市住建局公开成交,广州-LS-000759,https://gz.ke.com/ershoufang/rs%E4%BF%9D%E5%88%A9%E5%A4%A9%E6%82%A6/,354,54871,64.7,二手房,3,2,南,顶层,True,精装,2009,2000,[],[],2026-05-18
760,1,15,保利天悦 75㎡ 南北通透,广州市住建局公开成交,广州-LS-000760,https://gz.ke.com/ershoufang/rs%E4%BF%9D%E5%88%A9%E5%A4%A9%E6%82%A6/,369,48823,75.7,二手房,3,1,南,中楼层,False,普装,2006,400,[],[],2026-05-18
761,1,15,保利天悦 99㎡ 西向,广州市住建局公开成交,广州-LS-000761,https://gz.ke.com/ershoufang/rs%E4%BF%9D%E5%88%A9%E5%A4%A9%E6%82%A6/,458,46024,99.7,二手房,3,1,东南,低楼层,True,毛坯,2017,600,[],[],2026-05-11
762,1,15,保利天悦 91㎡ 东南,广州市住建局公开成交,广州-LS-000762,https://gz.ke.com/ershoufang/rs%E4%BF%9D%E5%88%A9%E5%A4%A9%E6%82%A6/,411,44858,91.8,二手房,4,1,南,中楼层,True,毛坯,2023,800,[],[],2026-05-11
763,1,15,保利天悦 119㎡ 西向,广州市住建局公开成交,广州-LS-000763,https://gz.ke.com/ershoufang/rs%E4%BF%9D%E5%88%A9%E5%A4%A9%E6%82%A6/,610,51138,119.4,二手房,3,1,南北通透,低楼层,False,普装,2016,400,[],[],2026-05-04
764,1,15,保利天悦 102㎡ 西向,广州市住建局公开成交,广州-LS-000764,https://gz.ke.com/ershoufang/rs%E4%BF%9D%E5%88%A9%E5%A4%A9%E6%82%A6/,472,46103,102.5,二手房,3,2,西,顶层,False,普装,2011,800,[],[],2026-05-04
765,1,15,保利天悦 124㎡ 北向,广州市住建局公开成交,广州-LS-000765,https://gz.ke.com/ershoufang/rs%E4%BF%9D%E5%88%A9%E5%A4%A9%E6%82%A6/,719,57992,124.0,二手房,2,1,东南,低楼层,True,毛坯,2023,2000,[],[],2026-04-27
